journey_id,school,date,channel_grouping,source,medium,campaign,country,touchpoint,total_touchpoints,stage,stage_idx,attribution_weight,status,closed_reason
BCS-0042,BCS,2026-06-25,Referral,sg.search.yahoo.com,referral,(referral),Singapore,3,6,D1 Lead,0,0.000904,Active,
BCS-0042,BCS,2026-06-25,Referral,sg.search.yahoo.com,referral,(referral),Singapore,3,6,D2 Enquiry,1,0.001208,Active,
BCS-0042,BCS,2026-06-25,Referral,sg.search.yahoo.com,referral,(referral),Singapore,4,6,D1 Lead,0,0.000904,Active,
BCS-0042,BCS,2026-06-25,Referral,sg.search.yahoo.com,referral,(referral),Singapore,4,6,D2 Enquiry,1,0.001208,Active,
BCS-0042,BCS,2026-06-25,Referral,sg.search.yahoo.com,referral,(referral),Singapore,5,6,D1 Lead,0,0.000904,Active,
BCS-0042,BCS,2026-06-25,Referral,sg.search.yahoo.com,referral,(referral),Singapore,5,6,D2 Enquiry,1,0.001208,Active,
BCS-0042,BCS,2026-06-28,Referral,sg.search.yahoo.com,referral,(referral),Singapore,6,6,D1 Lead,0,0.007234,Active,
BCS-0042,BCS,2026-06-28,Referral,sg.search.yahoo.com,referral,(referral),Singapore,6,6,D2 Enquiry,1,0.009665,Active,
BCS-0043,BCS,2026-06-12,Direct,(direct),(none),(not set),Japan,1,1,D1 Lead,0,0.156912,Active,
BCS-0043,BCS,2026-06-12,Direct,(direct),(none),(not set),Japan,1,1,D2 Enquiry,1,0.152570,Active,
BCS-0044,BCS,2026-06-18,OrganicSearch,google,organic,(organic),Singapore,1,1,D1 Lead,0,0.259180,Active,
BCS-0044,BCS,2026-06-18,OrganicSearch,google,organic,(organic),Singapore,1,1,D2 Enquiry,1,0.191882,Active,
BCS-0045,BCS,2026-06-16,Direct,(direct),(none),(not set),Japan,1,1,D1 Lead,0,0.156912,Active,
BCS-0045,BCS,2026-06-16,Direct,(direct),(none),(not set),Japan,1,1,D2 Enquiry,1,0.152570,Active,
BCS-0046,BCS,2026-06-13,Direct,(direct),(none),(not set),United Kingdom,1,1,D1 Lead,0,0.156912,Active,
BCS-0046,BCS,2026-06-13,Direct,(direct),(none),(not set),United Kingdom,1,1,D2 Enquiry,1,0.152570,Active,
BCS-0047,BCS,2026-06-19,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0047,BCS,2026-06-19,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0047,BCS,2026-06-19,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0048,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D1 Lead,0,0.297094,Active,
BCS-0048,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0048,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D3 Application,2,0.744472,Active,
BCS-0049,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D1 Lead,0,0.297094,Active,
BCS-0049,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0049,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D3 Application,2,0.744472,Active,
BCS-0050,BCS,2026-06-18,Offline,offline,offline,direct-application,United Kingdom,1,1,D1 Lead,0,0.297094,Active,
BCS-0050,BCS,2026-06-18,Offline,offline,offline,direct-application,United Kingdom,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0050,BCS,2026-06-18,Offline,offline,offline,direct-application,United Kingdom,1,1,D3 Application,2,0.744472,Active,
BCS-0051,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D1 Lead,0,0.297094,Active,
BCS-0051,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0051,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D3 Application,2,0.744472,Active,
BCS-0052,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D1 Lead,0,0.297094,Active,
BCS-0052,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0052,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D3 Application,2,0.744472,Active,
BCS-0053,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0053,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0053,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0054,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D1 Lead,0,0.297094,Active,
BCS-0054,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0054,BCS,2026-06-12,Offline,offline,offline,direct-application,United Kingdom,1,1,D3 Application,2,0.744472,Active,
BCS-0055,BCS,2026-06-15,Offline,offline,offline,direct-application,Hong Kong,1,1,D1 Lead,0,0.297094,Active,
BCS-0055,BCS,2026-06-15,Offline,offline,offline,direct-application,Hong Kong,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0055,BCS,2026-06-15,Offline,offline,offline,direct-application,Hong Kong,1,1,D3 Application,2,0.744472,Active,
BCS-0056,BCS,2026-06-15,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0056,BCS,2026-06-15,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0056,BCS,2026-06-15,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0057,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0057,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0057,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0058,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0058,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0058,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0059,BCS,2026-06-27,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0059,BCS,2026-06-27,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0059,BCS,2026-06-27,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0060,BCS,2026-06-16,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0060,BCS,2026-06-16,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0060,BCS,2026-06-16,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0061,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0061,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0061,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0062,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0062,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0062,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0063,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0063,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0063,BCS,2026-06-12,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0064,BCS,2026-06-28,Direct,(direct),(none),(not set),Singapore,1,1,D1 Lead,0,0.156912,Active,
BCS-0064,BCS,2026-06-28,Direct,(direct),(none),(not set),Singapore,1,1,D2 Enquiry,1,0.152570,Active,
BCS-0064,BCS,2026-06-28,Direct,(direct),(none),(not set),Singapore,1,1,D3 Application,2,0.068536,Active,
BCS-0065,BCS,2026-06-16,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0065,BCS,2026-06-16,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0065,BCS,2026-06-16,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0066,BCS,2026-06-18,OrganicSearch,bing,organic,(organic),Thailand,1,2,D1 Lead,0,0.129590,Active,
BCS-0066,BCS,2026-06-18,OrganicSearch,bing,organic,(organic),Thailand,1,2,D2 Enquiry,1,0.095941,Active,
BCS-0066,BCS,2026-06-18,OrganicSearch,bing,organic,(organic),Thailand,1,2,D3 Application,2,0.021150,Active,
BCS-0066,BCS,2026-06-19,OrganicSearch,bing,organic,(organic),Thailand,2,2,D1 Lead,0,0.129590,Active,
BCS-0066,BCS,2026-06-19,OrganicSearch,bing,organic,(organic),Thailand,2,2,D2 Enquiry,1,0.095941,Active,
BCS-0066,BCS,2026-06-19,OrganicSearch,bing,organic,(organic),Thailand,2,2,D3 Application,2,0.021150,Active,
BCS-0067,BCS,2026-06-18,Offline,offline,offline,direct-application,United Kingdom,1,1,D1 Lead,0,0.297094,Active,
BCS-0067,BCS,2026-06-18,Offline,offline,offline,direct-application,United Kingdom,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0067,BCS,2026-06-18,Offline,offline,offline,direct-application,United Kingdom,1,1,D3 Application,2,0.744472,Active,
BCS-0068,BCS,2026-06-24,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Active,
BCS-0068,BCS,2026-06-24,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0068,BCS,2026-06-24,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D1 Lead,0,0.036975,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D2 Enquiry,1,0.043392,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D3 Application,2,0.040608,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D1 Lead,0,0.004622,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D2 Enquiry,1,0.005424,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D3 Application,2,0.005076,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D1 Lead,0,0.004622,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D2 Enquiry,1,0.005424,Active,
BCS-0069,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D3 Application,2,0.005076,Active,
BCS-0069,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D1 Lead,0,0.005531,Active,
BCS-0069,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D2 Enquiry,1,0.005004,Active,
BCS-0069,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D3 Application,2,0.002159,Active,
BCS-0069,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D1 Lead,0,0.004622,Active,
BCS-0069,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D2 Enquiry,1,0.005424,Active,
BCS-0069,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D3 Application,2,0.005076,Active,
BCS-0069,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D1 Lead,0,0.036975,Active,
BCS-0069,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D2 Enquiry,1,0.043392,Active,
BCS-0069,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D3 Application,2,0.040608,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D1 Lead,0,0.036975,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D2 Enquiry,1,0.043392,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D3 Application,2,0.040608,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D1 Lead,0,0.004622,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D2 Enquiry,1,0.005424,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D3 Application,2,0.005076,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D1 Lead,0,0.004622,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D2 Enquiry,1,0.005424,Active,
BCS-0070,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D3 Application,2,0.005076,Active,
BCS-0070,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D1 Lead,0,0.005531,Active,
BCS-0070,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D2 Enquiry,1,0.005004,Active,
BCS-0070,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D3 Application,2,0.002159,Active,
BCS-0070,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D1 Lead,0,0.004622,Active,
BCS-0070,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D2 Enquiry,1,0.005424,Active,
BCS-0070,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D3 Application,2,0.005076,Active,
BCS-0070,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D1 Lead,0,0.036975,Active,
BCS-0070,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D2 Enquiry,1,0.043392,Active,
BCS-0070,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D3 Application,2,0.040608,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D1 Lead,0,0.036975,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D2 Enquiry,1,0.043392,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,1,6,D3 Application,2,0.040608,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D1 Lead,0,0.004622,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D2 Enquiry,1,0.005424,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,2,6,D3 Application,2,0.005076,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D1 Lead,0,0.004622,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D2 Enquiry,1,0.005424,Active,
BCS-0071,BCS,2026-06-17,Local,google,gmb,google_my_business,Spain,3,6,D3 Application,2,0.005076,Active,
BCS-0071,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D1 Lead,0,0.005531,Active,
BCS-0071,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D2 Enquiry,1,0.005004,Active,
BCS-0071,BCS,2026-06-20,PMaxPaidSearch,google,cpc,FPD_PM_Local_PMAX_SG_PMAX_EN_GENERIC_Generic,Spain,4,6,D3 Application,2,0.002159,Active,
BCS-0071,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D1 Lead,0,0.004622,Active,
BCS-0071,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D2 Enquiry,1,0.005424,Active,
BCS-0071,BCS,2026-06-20,Local,google,gmb,google_my_business,Spain,5,6,D3 Application,2,0.005076,Active,
BCS-0071,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D1 Lead,0,0.036975,Active,
BCS-0071,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D2 Enquiry,1,0.043392,Active,
BCS-0071,BCS,2026-06-21,Local,google,gmb,google_my_business,Spain,6,6,D3 Application,2,0.040608,Active,
BCS-0072,BCS,2026-06-16,Direct,(direct),(none),(not set),Singapore,1,1,D1 Lead,0,0.156912,Active,
BCS-0072,BCS,2026-06-16,Direct,(direct),(none),(not set),Singapore,1,1,D2 Enquiry,1,0.152570,Active,
BCS-0072,BCS,2026-06-16,Direct,(direct),(none),(not set),Singapore,1,1,D3 Application,2,0.068536,Active,
BCS-0072,BCS,2026-06-16,Direct,(direct),(none),(not set),Singapore,1,1,D4 Offer,3,0.333333,Active,
BCS-0073,BCS,2026-06-17,Offline,offline,offline,direct-application,China,1,1,D1 Lead,0,0.297094,Active,
BCS-0073,BCS,2026-06-17,Offline,offline,offline,direct-application,China,1,1,D2 Enquiry,1,0.396936,Active,
BCS-0073,BCS,2026-06-17,Offline,offline,offline,direct-application,China,1,1,D3 Application,2,0.744472,Active,
BCS-0073,BCS,2026-06-17,Offline,offline,offline,direct-application,China,1,1,D4 Offer,3,0.666667,Active,
BCS-0074,BCS,2026-06-15,Offline,offline,offline,direct-application,Singapore,1,1,D1 Lead,0,0.297094,Won,
BCS-0074,BCS,2026-06-15,Offline,offline,offline,direct-application,Singapore,1,1,D2 Enquiry,1,0.396936,Won,
BCS-0074,BCS,2026-06-15,Offline,offline,offline,direct-application,Singapore,1,1,D3 Application,2,0.744472,Won,
BCS-0074,BCS,2026-06-15,Offline,offline,offline,direct-application,Singapore,1,1,D4 Offer,3,0.666667,Won,
BCS-0074,BCS,2026-06-15,Offline,offline,offline,direct-application,Singapore,1,1,D5 Enrolment,4,1.000000,Won,
