school,landing_page,sessions,users,conversions,conversion_rate,bounce_rate,avg_session_duration
BCS,/admissions/make-an-enquiry/?fbclid=IwY2xjawSkhKhleHRuA2FlbQEwAGFkaWQBqzXHOE2MnHNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR5EwZ75jQAH4ZYsa9w8qhO9zIzkEwwuH6s8IrtCj0_3ePw0W3dUq5sF1dR-aA_aem_sz2uvI8XMhcahdUI2fvr1g,1,1,0,0.0,0.0,190.2
BCS,/admissions/make-an-enquiry/?fbclid=IwY2xjawSlG-xleHRuA2FlbQEwAGFkaWQBqy8BFRJAPHNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR6jGal6RzMaRK9zviho-Eh7U8lfOiUn5c-JBGRSfrKcjcNZVNRKB8yF6PN8fQ_aem_QHjq6GlHr5DEALZcLOkQrg,1,1,0,0.0,0.0,50.1
BCS,/admissions/make-an-enquiry/?fbclid=IwY2xjawSm-59leHRuA2FlbQEwAGFkaWQBqzcCdTY6PHNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR6UHOnLR3WtTavhplK3sDQawWeaKOAkCOh4tFlTO_ItV9lshL5X9ga5ZN_qng_aem_bdHJOzRT7zU7tN6lr9qklg,1,1,0,0.0,100.0,10.0
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas1xykOMsxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeqa1pvepWHpA8Xfw76q-xUO9Yax7_b0nOE3uUZyYeozlrlU_EDQ1zICsdIec_aem_8fa1NwWaTAhUXZovC_fmiQ,1,1,0,0.0,0.0,6.9
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas1xyktLHxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeajAw2Y9UymB2gwrJ8h_Z2I9sH6W2Wa8bQdRri8pb9QfEKl5JTi9Fg5Y6ELg_aem_g1PVztSzgIXTASrGUZoNLQ,1,1,0,0.0,100.0,0.7
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas1xyktLHxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEenC1hAdgq0ylc51IazzoiVXay1wqXrbttMMf52UqaL_snivL1qFu4ZDY7C_g_aem_kAXDSaD-Dm1wHxkkwM1vaw,1,1,0,0.0,0.0,18.1
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe00hHm3Jncz8jWd8u-n4_I_G3yMenaJsYzYH3_-7aj0TiJEiyfiC5FpoBKsI_aem_xkX-Y3orMeZUqsGQduFAHg,1,1,0,0.0,0.0,110.0
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe1JtdtrCVlsdKkYHbnCj3c_RHvJeP17RaVPOkTF-2KV5dH8p4sLqb0quT5jc_aem_zIjKNFtKFMwdjM_c6fb9ug,1,1,0,0.0,0.0,41.7
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe1NcJed77H4GHG205bPHBxuGI8yBgEXVZF5bDQKVFIyNjCOfsMDWUVn94wA4_aem_GrIhm1Vq15iL2mTuKwlI8A,1,1,0,0.0,0.0,13.2
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe5vyS_eB_vBP2IlZX5RIpYCEfHfaYT3dGDWBiooOILYfuIe4rg0dz2DT96QQ_aem_Y8iQPGVLofdNX0CoPFX7KQ,1,1,0,0.0,0.0,141.4
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe8WFi3whC-wgjoYJmwDmoqQDYRr8xPxvCrRbOurdaV0sxxxgkWUhl29gZhp0_aem_pZnWgP0NaCcEi0HNut_hVQ,1,1,0,0.0,0.0,37.1
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe9mCazeSnIUZtjeQS83iif2YOem5gV7sVFkI8G8KSI5_A_cOSRznMj58ENaU_aem_YWdncwvF-O2jp_SeTwhgh6W6RmIf&brid=YWdncwHF-O2jp_SeTwhgh6W6RmIf,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAHJt6qlC_ifdgiGe3xA542FzAoEBtv8PtOocZhGjCm8koynYCSIrwNKXKAM_aem_m522bQHvDTikASE1tt8RrQ,1,1,0,0.0,0.0,11.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAQtNdA12XcG-GeIrH0yK67oxTyDq3QI2fmJxY31NA1inxSuH1z6fw3tKUJc_aem_YWdncwvHH4h-7vqGuFeVKYnW-L8o&brid=YWdncwHHH4h-7vqGuFeVKYnW-L8o,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeEwCBuVDLGT1dKWMVBODXFK7njHJsXUKem6Tn4Nuq4PGNKxkBpBx71kVbRMI_aem_pIhEv9GG66ru0ZXshhjuBw,1,1,0,0.0,0.0,209.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeI3i3pLlexTmT3rFw9UqG6v_HC1VSAS16blhON98Ckko3AJqNiHekttPJSp8_aem_HgJrFjXYfXedJpYoGORhMQ,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeILWh0qISmB_zhhLou7_LSCSpZ-ZibDCWNybDNvBfBM-PLjnBFK3InMHd-Mg_aem_rEIgbXUOTnxDCWTPiHf22g,1,1,0,0.0,0.0,35.8
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeOEkHFoOkSZU6zJCQuh7smpDisyl_TSFMsKCruM_rM9bnIq3UpdeY6I_AKac_aem_fyYgBpvmTxzw7OoG54YMew,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeQDZAOof47XrghAkYOIN0sUDOvVKZGsoBUUslnJ7EGqmOptQ0otVWXQ_-WW8_aem_Pd51jHYQXgb826WzBIwVhg,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeQUNeCnUaxGB_wePpN4HR9leAYQ_ZBihB1bK1esZsk8KvaygJCt2SIWmFX1E_aem_8nO80nS_UPr9cOKnZIM6Zw,1,1,0,0.0,0.0,38.1
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeTP7NrECkVWNvCUhEyNz0D1aQZ-6nAlv5KNIwAHqCXMhe_SN-MEpozw7l4nw_aem_YWdncwuHkyv-p-aD3Sj21K1ECStU&brid=YWdncwGHkyv-p-aD3Sj21K1ECStU,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeVrtui5yPIUAToFJXZEwGaYUQW11YoKcTg5kkB1dygad6EDLla7xUNN3dg2E_aem_RcgXEb8MjlOPV2_ymTYA5w,1,1,0,0.0,0.0,10.8
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeY5PSPJcMCU7a_b1mG1LGzN6Em_ebQ7rsliUsJ-8T4kePHV1pOSFDQ8Pf7EU_aem_6vhs19xogTpIDG9XKmUi7g,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeYi6V3P1k4YcJCTV5tVu6Llw-v2b5ch6_41fBBIxzjt-SV84_91wotkP4gJ8_aem_A_lXFJKhrfg4fH4INKhkmg,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe_xILwjWfp5fY3tr9TeumdTJD8Xn2fAp25YODJe6UruL0tE5tifG_XY0AzfU_aem_m-LLkkCJ7ie9t3Wu5oDCJw,1,1,0,0.0,100.0,0.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEecLn9cm7fRhh2gdrur1m4n90RZQ6swdOsxiMceevQDfI4aNpBUxnZyxaWN5s_aem_ldch6b5bhsr4w9y5uixkzA,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEepFYHea8-GOIcpV-j_6-ad-Ikg_ntNXOZ9qEbX5i3RWuE6q1xUMIgHVeTPdA_aem_HKWMY0enaD0a8mqdv0iLZw,1,1,0,0.0,100.0,9.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEetmDbs4EHqdGujxjnwXNxd_rD_l3kmNFFKVdwJ2lkS7Hw59TXdJbn0OqZrY4_aem_qwBaf_uwL_-hEbTS5aSCTQ,1,1,0,0.0,0.0,220.1
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR5kxAA6Y253BeKrFjd--j6JfpPO1QcVXgpY9SVW85cacaR8yWlTIcoQu-Gx2g_aem_lv71RxrxAx-192TxFAQE6g,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR6uQccdO54MVURqkyjzdv02e_ozRmOP-atnoUhV3fn_rY2DoMMLbfh6-7L44w_aem_hCMammWidapOOtnw3HE5Qw,1,1,0,0.0,100.0,0.0
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AlFsi5xzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR7H9D1ayOKHvf75Reioxr1QxrRxFyYTNtzfstOUV_YDLjOHbDqVhxXVdL8yLw_aem_fIt5oEWpUN4eAU4LAg-WAQ,1,1,0,0.0,0.0,42.3
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAas3AmPSecxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEetxmv-0WnVZHcSYI3QDxqQh5OeCqta0lJpLXNGMQQyT9ipUGDNhQbNjKroI8_aem_sqM97VupWp5UBodWbfz0MQ,1,1,0,0.0,0.0,15.1
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasriNcI4rxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeVJUyMfvKEVry7Qm64x06-_qkedXRJcIoRNWBDkBUd44po8vPQfZCuZgHL_8_aem_AI2b_7GRp9tJhOEJ0wt-OA,1,1,0,0.0,0.0,35.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZA8xNzM4NDc2NDI2NzAzNzAAAR7mvvhD9WTwU4uhMmczolFrZ05LbhGu3v9D8Ne98Gc4JII-Z5p1uYzluekesg_aem_UZBfiqW3wI-Odn7gcEokBQ,1,1,0,0.0,0.0,11.9
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe--cwUtKME8jAJ3wMIP0-wUzNP5LI1oL5HX6rak1XRygrTA0yPpRGaFczauw_aem__9naIyHWm14dEbPKuonXYQ,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe2NJYZCrc04qlip-5Ye-XUnN1mz-bDDNnIhzUWDr_pDdb-izxgKKZkFCxGEA_aem_xqDrMuuKwZmUrlIQ8rLbDQ,1,1,0,0.0,0.0,46.9
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe3QEGqutX6hkTNWSztk4R55HbPxvJheSsRegJrl6da7hMGv2R0Ij6DEP8c7c_aem_um3yo9U-50qJ1XRAV5SIKg,1,1,0,0.0,100.0,9.1
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe6WUCQGMEs5RNykm44C9D6X_qzcv4E3aEzOCusgcMjb7PyC_FMqYIgvM4ZLc_aem_sy7G0be3fOrmWNOWrXKKag,1,1,1,100.0,0.0,39.0
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe8Znf8i3dimtEHXtlyqBICYkc7otLd1SYPJ_9F1xXtg2KAa81dXADD8ST2Q8_aem_At5kwhCpwmCRMnOIUtyeMA,1,1,0,0.0,100.0,0.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe9jCw1dZxL70zRWKc6ba_CcUY-5Jo--C8gsVcWu9pp9Dl2uvf-JsXfigMfnU_aem_PaIpq4TkZ2vmzxA5Rpy7ig,1,1,0,0.0,0.0,10.4
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeAR201dmijs0BI6fJsM9KspXzy9xMw288Y2rb3p6Dwz-60qEW_pwrXJO6150_aem_CzCtfn5KKvfyuSvulimckQ,1,1,0,0.0,100.0,0.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeDcsUCmX7owi7GlpYiELwURT-Cl-76WzfpiDpKrriHKTe8_gJN758p5yXbdk_aem_jP8NOHXZACZGf9h9SRICzw,1,1,0,0.0,100.0,0.8
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeEUJ8x1qdDQ5h6JoTTR_0J-Q4CWTKOIDnZ4cWTLGTbw0ax3CY-7LYIONpNTw_aem_y3rOgHt8igMTNv_yY0u4XQ,1,0,0,0.0,100.0,0.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeEvj1PkB7cRVPQqQoRCRtxlVjNO-Nj9kimKoaE2udmbCd6owOmsH0e0xbb4c_aem_Abk1dg7gVVC0yDYn3RClxA,1,1,0,0.0,0.0,20.0
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeHKL2T8NNu8A-tAAuh-d1K36cvsBe1JC0A-iXePBnXOZH23f5sARfUhAnvyA_aem_AQjKjzRA7owIlNbUyrlR-g,1,1,0,0.0,0.0,26.8
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLCpOluBgkDq7oOyOR9vZAJKx3MyHsriClyFQjiEVtZufXgK2iSCDF714IJ8_aem_PdtInTw0h97CNHaBlqL2hQ,1,1,0,0.0,0.0,13.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeLT7spHGtJYH22AbCHT-FC9FdGMymRc-0ce8tpycFuAXTkx5J_qUYcB6Dhrc_aem_uECp9qTzoyIjcOroM9i11g,1,1,0,0.0,100.0,7.1
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeMcrNpdXxvOT5mFTfJXuHXO6_VloeXKR6xvnHn5rkNyOhOsq0enHAwpnfXSQ_aem_4fVworIXLqjgNduNS559qw,1,1,0,0.0,0.0,545.2
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeNA4q9k_5YcJsBPb4hvUcdUHoC5bon6PQ2NafWr46VpImvW392Xh_Cq_Gvxc_aem_1bepmbNPwPfdbsS5JhFzkQ,1,1,0,0.0,0.0,13.7
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeNTLJEyKdnyjudlaUesCRnNx81_8sZtYRn4T4-MuLTqe_6s0bJUTPmZaIlWw_aem_0oWHkZ30Pmvum7uL_rHi9A,1,1,0,0.0,0.0,13.2
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeNyS0oDl8KEd6Bpq2MTlMoybrA-gssxTKrQen_76ut_OiOpoIVNuPHFOIgK8_aem_EmpEnc16b6rijPeDqaUi1A,1,1,0,0.0,0.0,12.9
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeSP495l7lF9L836w2UWZdvsfwgO-LjeBPzPqX9d48GBrKVwOB-zKx3bFimoc_aem_NAxYD5S7Bq6f2jPlUED9pg,1,1,0,0.0,0.0,66.4
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeWPhGLZ7d6-shjlFQWp2kBZ2bGxlTn1zhU0osiqnig8sBUTQB2HVs1MCJ5_o_aem_5_0scPcGnX2Ir-fnR_-OtQ,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeXomHendBgFW83PzwD5UlOOSLZD6rayuwYTW4p2vMvqiN00GpXYAxHG7Cj6w_aem_qUPHnriv8EDf9urva_BKgw,1,1,0,0.0,0.0,100.3
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEe_Cv6bWmJxENDFPBTseMrDBbIKB-TGVm06XxBFCeuJpz2hsm6nzy-3K-2e2Y_aem_bFgwL68YtkmH3x3bIxEb0w,1,1,0,0.0,0.0,84.8
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEec5rxxzjEXWspAbzxlSavCyXxTBSp25O8rjtOJPusgKUZ4jatzgKVn6WyvAU_aem_usJKLWMojtAjvpcYtqZ59Q,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEedn7CkXMxdHMnhTv8Ix0fxwuref3Y_ISGqcip0aqZ1AJNriyMkFrZkI1pX9g_aem_KuwtCcC5n3pXi7RA57YQlQ,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeeElGkmBYJ8n3R7gOXH2-b4yPMNjTrud0lwW4Izcy96PtO1lhWccwvnAPY-4_aem_GP19iLGrU8GpuT9FYpAkBA,1,1,0,0.0,0.0,76.9
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeh_v_IYbvqm6ioeCvriRdjHb0cuLtntzxeYy55CsYjOeWZDm0UKz1TUc61ic_aem_EBAMMdYdBf8oX_FG7Qwh1w,1,1,0,0.0,100.0,0.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeiS8JHPeNiMqlggNwN4d9FvA9p9TIpE4hxb2UVnxx-TJaLwRmSNx-XiYUBjk_aem_ZAAEMT-uSrsQSt-TC7xZiw,1,1,0,0.0,0.0,84.8
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEekFD7pd5H8ru9QmFvOcToLY7ECUGkdP04EXzYtOepqXn2i-6mo-jbtrgGunQ_aem_S6G5OB6fbVVJ_t6hwVbw7A,1,1,0,0.0,100.0,0.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeoDw830U8ztEbvHRaryuuZFdo7fig9lzNd_B9a-dyTamChZ5zWRYHKETigKM_aem_YWdncwBnw-ae-YtuYMsB-wuvK2be&brid=YWdncwFnw-ae-YtuYMsB-wuvK2be,1,1,0,0.0,100.0,0.6
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeqZPdRVYWZ5bPMqSNdRny9blTVthbnKSDPhFq1CdNCFs3CmMkmiC7CnuUQl0_aem_1_cHIHaTFVjhLmTOb9s8jQ,1,1,0,0.0,100.0,0.4
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeu5j48nrY4pFgZGp8ao3sHwYsxCaCej9lk56Y0be2GsSx-nM2RWu26mZiZgg_aem_W-chrVl8iuUFZiAuvLa-SA,1,1,0,0.0,0.0,25.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeuRNX9ngOxbakeGLNXTxvvmF5VIRf-_1DyDGA2t2a-j5pdELaYwiXHMo-iwE_aem_ChcS8vu28YUsoUA2a_Q-sg,1,1,0,0.0,100.0,0.0
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEexBbd-X3vUsyePO1EdMgbqah6rPoB9eNwJnUW55-Uf6YocPxDV5yUEPELp3A_aem_FPi-Y4pWPBwkRhw9EAnaMA,1,1,0,0.0,0.0,29.2
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeyRBURxw082KaEBGPZc4HDvixs73zlf51UTlfH-TPNrkfJvaGlXkFbJTuq4Q_aem_6jwIut40cEETjKB6Oplg0g,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR4_svUZOMXGQKBhwQFbmavpA-Qu0A15rVogOnNFmrnnQ-r-ESwmSHHtYm9LPA_aem_K9_J-B-C9nW2Uev9Y8B9Pw,1,1,0,0.0,100.0,0.5
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR5h1FpfCphvm3BDjsE8SuNaXT13TJmzUrcn9yeqelCAjv4zFzaXDlxaXCIb7Q_aem_5kfQD4KGhrhyA9iNMo09JA,1,1,0,0.0,100.0,0.3
BCS,/admissions/make-an-enquiry/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasvARUSQDxzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR6iN3406Hliu2a7aIExPCEwepDnb0wPQn7SIyvQ0qcvjlg8jivsRaGflqrwRw_aem_YWdncwBJ1HS7V_xMlB5weLsHqpzP&brid=YWdncwFJ1HS7V_xMlB5weLsHqpzP,1,1,0,0.0,0.0,15.2
